statement,label_binary
"When President AbrahamLincoln signed his Emancipation Proclamation, there were over 300,000 slaveholders who were fighting in the Union army.",1
The Democrats propose a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.,1
Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.' ,1
This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,1
"Says Supreme Court nominee Merrick Garlandvoted, so the folks know, in Washington, D.C., to keep guns away from private citizens.",1
"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",1
"Says Tommy Thompson favors Obamas health care mandate, was publicly thanked by Obama for health reform support and that Thompson says we cant repeal Obamacare.",1
On opposing any and all efforts to increase taxes.,1
I don't have lobbyists running my campaign.,1
The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.,1
President Obamashealth care law is a government takeover of healthcare.,1
I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning (that) I will not raise taxes on the middle class.,1
Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.,1
On banning assault weapons.,1
"Says to Hillary Clinton, You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it.",1
Says Rob Portman even voted to allow people on the terrorism watch list to buy guns.,1
Says rejecting federal aid to expand Medicaid in Texas will send $9 billion in federal taxes paid by Texans to other states to insure their working poor.,1
"Says Marco Rubio said we should be considering internment of Muslims, and maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party.",1
Hate speech is excluded from protection under the First Amendment.,1
Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.,1
Alison Alter got an F in attendance in 2016 as an Austin parks board member and was removed by a unanimous vote of the Austin City Council.,1
A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,1
"Says the fertilizer plant that exploded in West, Texas,had not been inspected by the state of Texas since 2006.",1
"If I have affordable coverage in my workplace, Im not eligible to go into the marketplace. ... Its illegal.",1
The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.,1
2014 Federal Tax Refunds To Be Delayed Until October 2015.,1
"Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check.",1
"Im 59. In either Canada or Great Britain, if I broke my hip, I couldnt get it replaced.",1
Virginia state employees pay nothing toward their pensions.,1
A recent economic uptick appears to coincide with the expectation of a new Republican Congress.,1
On assault weapon violence: Ducks have more protection than people in Virginia.,1
Says there were over 600 reports of Texas votes for Donald Trump in the states 2016 Republican primary virtually all getting tallied for Marco Rubio.,1
"Says that under City Council Member Randi Shade, Austin had the highest city debt per person in Texas.",1
U.S. Rep. Stephen Fincher is the only working farmer currently serving in the House.,1
Says 74 percent of small-business people believe that Obamacare is a bad idea.,1
"Says professional football coach Rex Ryan won championships in New York.The AFC, I think, twice.",1
"Says Ron Johnson is benefiting from several super PACs, I am not.",1
Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?,1
Ronald Reagans signature on the 1986 amnesty act gave Barack Obama about 15 million additional Hispanic votes in 2012.,1
Baseball and insurance are the only industries exempt from antitrust laws.,1
Say photographs of Hillary Clinton at the debate show what could be an earpiece.,1
Says drug dealers have overdosed on purpose to avoid prosecution.,1
"The $1.8 billion in [transportation] bonding, we dont have a repayment mechanism.",1
Says Los Angeles Clippers owner Donald Sterling is a Democrat.,1
"A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.",1
"Dubious taxpayer-funded stimulus projects in Rhode Island include $250,000 to provide digital television to the states inmate population.",1
Illegal counterfeiting and piracy costs the U.S. economy $100 billion... every year.,1
"Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus.",1
"ISIS camp a few miles from Texas, Mexican authorities confirm.",1
"Wisconsin sold fresh water to California, helping that states dairy industry, and lost a bunch of jobs (and) a bunch of farmland.",1
Rhode Island voters are moving away from the Democratic party to non-affiliation,1
Demand for public transportation is reaching record levels in Wisconsin.,1
Says we are going to sell this house and use the proceeds to stabilize rates.,1
We have over 300 state agencies. Forty-five of those agencies are related to health care.,1
Says the New York Times can write a story that they know is false yet they cant basically be sued.,1
We are only inches away from ceasing to be a free market economy.,1
On returning Republican campaign contributions.,1
U.S. Rep. Phil Gingrey wants public schools to teach women to stay in their place.,1
Sixty-one percent of our bridges are in trouble.,1
"The alternative to higher state worker pension and health care payments is to look at 1,500 layoffs of state employees or close to 200,000 children who would be bumped off Medicaid-related programs.",1
"The Democratic health care plan is a ""government takeover of nearly 20 percent of our economy.""",1
They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).,1
Says that Rep. Betty Sutton would rather riot with Occupy (Wall Street) than stand up for Ohio families.,1
"Says thousands at a Manhattan rally for Donald Trump were chanting We hate Muslims, we hate blacks, we want our great country back.",1
